"DSSTox_RID","DSSTox_CID","DSSTox_Generic_SID","DSSTox_FileID","STRUCTURE_Formula","STRUCTURE_MolecularWeight","STRUCTURE_ChemicalType","STRUCTURE_TestedForm_DefinedOrganic","STRUCTURE_Shown","TestSubstance_ChemicalName","TestSubstance_CASRN","TestSubstance_Description","ChemicalNote","STRUCTURE_ChemicalName_IUPAC","STRUCTURE_SMILES","STRUCTURE_Parent_SMILES","STRUCTURE_InChI","STRUCTURE_InChIKey","StudyType","Endpoint","Species","ActivityOutcome_CPDBAS_Mutagenicity","TD50_Rat_mg","TD50_Rat_mmol","ActivityScore_CPDBAS_Rat","TD50_Rat_Note","TargetSites_Rat_Male","TargetSites_Rat_Female","TargetSites_Rat_BothSexes","ActivityOutcome_CPDBAS_Rat","TD50_Mouse_mg","TD50_Mouse_mmol","ActivityScore_CPDBAS_Mouse","TD50_Mouse_Note","TargetSites_Mouse_Male","TargetSites_Mouse_Female","TargetSites_Mouse_BothSexes","ActivityOutcome_CPDBAS_Mouse","TD50_Hamster_mg","TD50_Hamster_mmol","ActivityScore_CPDBAS_Hamster","TD50_Hamster_Note","TargetSites_Hamster_Male","TargetSites_Hamster_Female","TargetSites_Hamster_BothSexes","ActivityOutcome_CPDBAS_Hamster","TD50_Dog_mg","TargetSites_Dog","TD50_Rhesus_mg","TargetSites_Rhesus","TD50_Cynomolgus_mg","TargetSites_Cynomolgus","TD50_Dog_Primates_Note","ActivityOutcome_CPDBAS_Dog_Primates","ActivityOutcome_CPDBAS_SingleCellCall","ActivityOutcome_CPDBAS_MultiCellCall","ActivityOutcome_CPDBAS_MultiCellCall_Details","Note_CPDBAS","NTP_TechnicalReport","ChemicalPage_URL"
20394,394,20394,"410_CPDBAS_v5d","C6H14Cl2N2",185.096,"defined organic","complex 2HCl","tested chemical","1,2-Diallylhydrazine.2HCl","26072-78-6","single chemical compound","parent [26072-79-7]","1,2-diprop-2-en-1-ylhydrazine dihydrochloride","N(NCC=C)CC=C.[H]Cl.[H]Cl","N(NCC=C)CC=C","InChI=1/C6H12N2.2ClH/c1-3-5-7-8-6-4-2;;/h3-4,7-8H,1-2,5-6H2;2*1H","BHPSYESZOZTFCG-UHFFFAOYAS","Carcinogenicity","TD50; Tumor Target Sites","mouse",,,,,,,,,,33.8,0.183,37,"TD50 is harmonic mean of more than one positive test","lung","lung",,"active",,,,,,,,,,,,,,,,,"active","active","multisex active",,,"http://potency.berkeley.edu/chempages/1,2-DIALLYLHYDRAZINE.2HCl.html"
20395,395,20395,"411_CPDBAS_v5d","C6H10N2O",126.1578,"defined organic","parent ","tested chemical","Diallylnitrosamine","16338-97-9","single chemical compound",,"N-nitroso-N-prop-2-en-1-ylprop-2-en-1-amine","C=CCN(CC=C)N=O","C=CCN(CC=C)N=O","InChI=1/C6H10N2O/c1-3-5-8(7-9)6-4-2/h3-4H,1-2,5-6H2","GRYFJBRXMFVEIL-UHFFFAOYAY","Carcinogenicity","TD50; Tumor Target Sites","rat; hamster","active",33.9,0.269,32,"TD50 is harmonic mean of more than one positive test","nasal cavity","nasal cavity",,"active",,,,,,,,,1.54,0.0122,72,,,,"nasal cavity","active",,,,,,,,,"active","active","multisex active; multispecies active","Mutagenicity_SAL_CPDB added v3a",,"http://potency.berkeley.edu/chempages/DIALLYLNITROSAMINE.html"
20396,396,20396,"412_CPDBAS_v5d","C7H6N6O3",222.1628,"defined organic","parent ","tested chemical","4,6-Diamino-2-(5-nitro-2-furyl)-s-triazine","720-69-4","single chemical compound",,"6-(5-nitrofuran-2-yl)-1,3,5-triazine-2,4-diamine","NC1=NC(=NC(=N1)C2=CC=C(O2)[N+]([O-])=O)N","NC1=NC(=NC(=N1)C2=CC=C(O2)[N+]([O-])=O)N","InChI=1/C7H6N6O3/c8-6-10-5(11-7(9)12-6)3-1-2-4(16-3)13(14)15/h1-2H,(H4,8,9,10,11,12)/f/h8-9H2","SUDMLGKFWIJSEI-SPRAGNMICY","Carcinogenicity","TD50; Tumor Target Sites","rat","active",1.71,0.0077,48,,,"mammary gland",,"active",,,,,,,,,,,,,,,,,,,,,,,,,"active",,,,,"http://potency.berkeley.edu/chempages/4,6-DIAMINO-2-(5-NITRO-2-FURYL)-s-TRIAZINE.html"
20397,397,20397,"413_CPDBAS_v5d","C14H12N2Na2O6S2",414.3644,"defined organic","salt 2Na","tested chemical","4,4'-Diamino-2,2'-stilbenedisulfonic acid, disodium salt","7336-20-1","single chemical compound","stereochem, parent [81-11-8]","disodium 2,2'-(E)-ethene-1,2-diylbis(5-aminobenzenesulfonate)","C1(=C(/C=C/C2=C(S(=O)(=O)[O-])C=C(C=C2)N)C=CC(=C1)N)S(=O)(=O)[O-].[Na+].[Na+]","C1(=C(/C=C/C2=C(S(=O)(=O)O)C=C(C=C2)N)C=CC(=C1)N)S(=O)(=O)O","InChI=1/C14H14N2O6S2.2Na/c15-11-5-3-9(13(7-11)23(17,18)19)1-2-10-4-6-12(16)8-14(10)24(20,21)22;;/h1-8H,15-16H2,(H,17,18,19)(H,20,21,22);;/q;2*+1/p-2/b2-1+;;/fC14H12N2O6S2.2Na/q-2;2m","YAKFHPREDNNSFX-PYAAUALHDM","Carcinogenicity","TD50; Tumor Target Sites","rat; mouse","inactive",,,0,"no positive results","no positive results","no positive results",,"inactive",,,0,"no positive results","no positive results","no positive results",,"inactive",,,,,,,,,,,,,,,,,"inactive","inactive","multisex inactive; multispecies inactive",,"TR 412","http://potency.berkeley.edu/chempages/4,4'-DIAMINO-2,2'-STILBENEDISULFONIC%20ACID,%20DISODIU.html"
20398,398,20398,"414_CPDBAS_v5d","C7H12N2O5S",236.2456,"defined organic","complex H2SO4","tested chemical","2,4-Diaminoanisole sulfate","39156-41-7","single chemical compound","parent [615-05-4]","4-(methyloxy)benzene-1,3-diamine sulfate","NC(C=C(C=C1)N)=C1OC.O=S(O)(O)=O","NC(C=C(C=C1)N)=C1OC","InChI=1/C7H10N2O.H2O4S/c1-10-7-3-2-5(8)4-6(7)9;1-5(2,3)4/h2-4H,8-9H2,1H3;(H2,1,2,3,4)/f/h;1-2H","FDJQHYWUHGBBTO-ATDHBCBACC","Carcinogenicity","TD50; Tumor Target Sites","rat; mouse","active",183,0.775,27,"TD50 is harmonic mean of more than one positive test","ear Zymbals gland; preputial gland; skin; thyroid gland","clitoral gland; ear Zymbals gland; mammary gland; thyroid gland",,"active",906,3.83,22,"TD50 is harmonic mean of more than one positive test","thyroid gland","thyroid gland",,"active",,,,,,,,,,,,,,,,,"active","active","multisite active; multisex active; multispecies active",,"TR 84; additional results included in CPDB","http://potency.berkeley.edu/chempages/2,4-DIAMINOANISOLE%20SULFATE.html"
20399,399,20399,"415_CPDBAS_v5d","C12H12N4",212.2536,"defined organic","parent ","tested chemical","4,4'-Diaminoazobenzene","538-41-0","single chemical compound",,"4,4'-(E)-diazene-1,2-diyldianiline","NC1=CC=C(C=C1)/N=N/C2=CC=C(C=C2)N","NC1=CC=C(C=C1)/N=N/C2=CC=C(C=C2)N","InChI=1/C12H12N4/c13-9-1-5-11(6-2-9)15-16-12-7-3-10(14)4-8-12/h1-8H,13-14H2/b16-15+","KQIKKETXZQDHGE-FOCLMDBBBU","Carcinogenicity","TD50; Tumor Target Sites","mouse",,,,,,,,,,,,0,"no positive results","no positive results","no positive results",,"inactive",,,,,,,,,,,,,,,,,"inactive","inactive","multisex inactive",,,"http://potency.berkeley.edu/chempages/4,4'-DIAMINOAZOBENZENE.html"
20400,400,20400,"416_CPDBAS_v5d","C13H13N3O",227.2652,"defined organic","parent ","tested chemical","4,4'-Diaminobenzanilide","785-30-8","single chemical compound",,"4-amino-N-(4-aminophenyl)benzamide","O=C(C1=CC=C(C=C1)N)NC2=CC=C(C=C2)N","O=C(C1=CC=C(C=C1)N)NC2=CC=C(C=C2)N","InChI=1/C13H13N3O/c14-10-3-1-9(2-4-10)13(17)16-12-7-5-11(15)6-8-12/h1-8H,14-15H2,(H,16,17)/f/h16H","XPAQFJJCWGSXGJ-WYUMXYHSCU","Carcinogenicity","TD50; Tumor Target Sites","mouse",,,,,,,,,,,,0,"no positive results","no positive results","no positive results",,"inactive",,,,,,,,,,,,,,,,,"inactive","inactive","multisex inactive",,,"http://potency.berkeley.edu/chempages/4,4'-DIAMINOBENZANILIDE.html"
20401,401,20401,"417_CPDBAS_v5d","C6H10Cl2N2O",197.0624,"defined organic","complex 2HCl","tested chemical","2,4-Diaminophenol.2HCl","137-09-7","single chemical compound","parent [95-86-3]","2,4-diaminophenol dihydrochloride","C1(C(=CC=C(C=1)N)O)N.[H]Cl.[H]Cl","C1(C(=CC=C(C=1)N)O)N","InChI=1/C6H8N2O.2ClH/c7-4-1-2-6(9)5(8)3-4;;/h1-3,9H,7-8H2;2*1H","KQEIJFWAXDQUPR-UHFFFAOYAV","Carcinogenicity","TD50; Tumor Target Sites","rat; mouse","active",,,0,"no positive results","no positive results","no positive results",,"inactive",143,0.726,30,,"kidney","no positive results",,"active",,,,,,,,,,,,,,,,,"active",,,,"TR 401","http://potency.berkeley.edu/chempages/2,4-DIAMINOPHENOL.2HCl.html"
20402,402,20402,"418_CPDBAS_v5d","C7H10N2",122.1677,"defined organic","parent ","tested chemical","2,4-Diaminotoluene","95-80-7","single chemical compound",,"4-methylbenzene-1,3-diamine","NC1=C(C=CC(=C1)N)C","NC1=C(C=CC(=C1)N)C","InChI=1/C7H10N2/c1-5-2-3-6(8)4-7(5)9/h2-4H,8-9H2,1H3","VOZKAJLKRJDJLL-UHFFFAOYAX","Carcinogenicity","TD50; Tumor Target Sites","rat; mouse","active",2.47,0.0202,43,"TD50 is harmonic mean of more than one positive test","liver","liver; mammary gland",,"active",26.7,0.219,36,,"no positive results","liver",,"active",,,,,,,,,,,,,,,,,"active","active","multisite active; multisex active; multispecies active",,"TR 162","http://potency.berkeley.edu/chempages/2,4-DIAMINOTOLUENE.html"
20403,403,20403,"419_CPDBAS_v5d","C7H12Cl2N2",195.0912,"defined organic","complex 2HCl","tested chemical","2,4-Diaminotoluene.2HCl","636-23-7","single chemical compound","parent [95-80-7]","4-methylbenzene-1,3-diamine dihydrochloride","NC1(=C(C=CC(=C1)N)C).[H]Cl.[H]Cl","NC1(=C(C=CC(=C1)N)C)","InChI=1/C7H10N2.2ClH/c1-5-2-3-6(8)4-7(5)9;;/h2-4H,8-9H2,1H3;2*1H","FSSFFQIVJQERFY-UHFFFAOYAW","Carcinogenicity","TD50; Tumor Target Sites","rat; mouse","active",4.42,0.0227,43,,"liver; subcutaneous tissue",,,"active",203,1.04,28,"TD50 is harmonic mean of more than one positive test","liver; vascular system","liver",,"active",,,,,,,,,,,,,,,,,"active","active","multisite active; multisex active; multispecies active",,,"http://potency.berkeley.edu/chempages/2,4-DIAMINOTOLUENE.2HCl.html"
20404,404,20404,"420_CPDBAS_v5d","C7H12Cl2N2",195.0896,"defined organic","complex 2HCl","tested chemical","2,6-Diaminotoluene.2HCl","15481-70-6","single chemical compound","parent [823-40-5]","2-methylbenzene-1,3-diamine dihydrochloride","C1(=CC(=C(C(=C1)N)C)N).[H]Cl.[H]Cl","C1(=CC(=C(C(=C1)N)C)N)","InChI=1/C7H10N2.2ClH/c1-5-6(8)3-2-4-7(5)9;;/h2-4H,8-9H2,1H3;2*1H","LXIJUYQULXUMDO-UHFFFAOYAP","Carcinogenicity","TD50; Tumor Target Sites","rat; mouse","active",,,0,"no positive results","no positive results","no positive results",,"inactive",,,0,"no positive results","no positive results","no positive results",,"inactive",,,,,,,,,,,,,,,,,"inactive","inactive","multisex inactive; multispecies inactive",,"TR 200","http://potency.berkeley.edu/chempages/2,6-DIAMINOTOLUENE.2HCl.html"
20405,405,20405,"421_CPDBAS_v5d","C7H12N2O4S",220.2462,"defined organic","complex H2SO4","tested chemical","2,5-Diaminotoluene sulfate","6369-59-1","single chemical compound","parent [95-70-5]","2-methylbenzene-1,4-diamine sulfate","NC1=C(C)C=C(N)C=C1.O=S(O)(O)=O","NC1=C(C)C=C(N)C=C1","InChI=1/C7H10N2.H2O4S/c1-5-4-6(8)2-3-7(5)9;1-5(2,3)4/h2-4H,8-9H2,1H3;(H2,1,2,3,4)/f/h;1-2H","KZTWOUOZKZQDMN-ATDHBCBACC","Carcinogenicity","TD50; Tumor Target Sites","rat; mouse","active",,,0,"no positive results","no positive results","no positive results",,"inactive",,,0,"no positive results","no positive results","no positive results",,"inactive",,,,,,,,,,,,,,,,,"inactive","inactive","multisex inactive; multispecies inactive",,"TR 126","http://potency.berkeley.edu/chempages/2,5-DIAMINOTOLUENE%20SULFATE.html"
20406,406,20406,"422_CPDBAS_v5d","C16H13ClN2O",284.7402,"defined organic","parent ","tested chemical","Diazepam","439-14-5","single chemical compound",,"7-chloro-1-methyl-5-phenyl-1,3-dihydro-2H-1,4-benzodiazepin-2-one","CN1C2=C(C=C(C=C2)Cl)C(=NCC1=O)C3=CC=CC=C3","CN1C2=C(C=C(C=C2)Cl)C(=NCC1=O)C3=CC=CC=C3","InChI=1/C16H13ClN2O/c1-19-14-8-7-12(17)9-13(14)16(18-10-15(19)20)11-5-3-2-4-6-11/h2-9H,10H2,1H3","AAOVKJBEBIDNHE-UHFFFAOYAM","Carcinogenicity","TD50; Tumor Target Sites","rat; mouse","inactive",,,0,"no positive results","no positive results","no positive results",,"inactive",,,0,"no positive results","no positive results","no positive results",,"inactive",,,,,,,,,,,,,,,,,"inactive","inactive","multisex inactive; multispecies inactive",,,"http://potency.berkeley.edu/chempages/DIAZEPAM.html"
20407,407,20407,"423_CPDBAS_v5d","C12H21N2O3PS",304.3455,"defined organic","parent ","tested chemical","Diazinon","333-41-5","single chemical compound",,"O,O-diethyl O-[6-methyl-2-(1-methylethyl)pyrimidin-4-yl] thiophosphate","S=P(OC1=NC(=NC(=C1)C)C(C)C)(OCC)OCC","S=P(OC1=NC(=NC(=C1)C)C(C)C)(OCC)OCC","InChI=1/C12H21N2O3PS/c1-6-15-18(19,16-7-2)17-11-8-10(5)13-12(14-11)9(3)4/h8-9H,6-7H2,1-5H3","FHIVAFMUCKRCQO-UHFFFAOYAQ","Carcinogenicity","TD50; Tumor Target Sites","rat; mouse","inactive",,,0,"no positive results","no positive results","no positive results",,"inactive",,,0,"no positive results","no positive results","no positive results",,"inactive",,,,,,,,,,,,,,,,,"inactive","inactive","multisex inactive; multispecies inactive",,"TR 137","http://potency.berkeley.edu/chempages/DIAZINON.html"
20408,408,20408,"424_CPDBAS_v5d","C8H10ClN3O",199.6395,"defined organic","complex HCl","tested chemical","3-Diazotyramine.HCl","NOCAS","single chemical compound","parent [89411-46-1]","4-(2-aminoethyl)-6-diazocyclohexa-2,4-dien-1-one hydrochloride","C1(/C=C(\C=C/C1=O)CCN)=[N+]=[N-].[H]Cl","C1(/C=C(\C=C/C1=O)CCN)=[N+]=[N-]","InChI=1/C8H9N3O.ClH/c9-4-3-6-1-2-8(12)7(5-6)11-10;/h1-2,5H,3-4,9H2;1H","IKBSGRILSGXEFM-UHFFFAOYAY","Carcinogenicity","TD50; Tumor Target Sites","rat",,37.6,0.188,33,,"oral cavity",,,"active",,,,,,,,,,,,,,,,,,,,,,,,,"active",,,,,"http://potency.berkeley.edu/chempages/3-DIAZOTYRAMINE.HCl.html"
20409,409,20409,"425_CPDBAS_v5d","C22H14",278.3466,"defined organic","parent ","tested chemical","Dibenz(a,h)anthracene","53-70-3","single chemical compound",,"benzo[k]tetraphene","C1=C2C=CC3=CC=CC=C3C2=CC4=CC=C5C(=C14)C=CC=C5","C1=C2C=CC3=CC=CC=C3C2=CC4=CC=C5C(=C14)C=CC=C5","InChI=1/C22H14/c1-3-7-19-15(5-1)9-11-17-14-22-18(13-21(17)19)12-10-16-6-2-4-8-20(16)22/h1-14H","LHRCREOYAASXPZ-UHFFFAOYAM","Carcinogenicity","TD50; Tumor Target Sites","mouse","active",,,,,,,,,5.88,0.0211,47,,"lung",,,"active",,,,,,,,,,,,,,,,,"active",,,,,"http://potency.berkeley.edu/chempages/DIBENZ(a,h)ANTHRACENE.html"
20410,410,20410,"426_CPDBAS_v5d","C12H8O2",184.1907,"defined organic","parent ","tested chemical","Dibenzo-p-dioxin","262-12-4","single chemical compound",,"oxanthrene","O1C2=C(C=CC=C2)OC3=CC=CC=C13","O1C2=C(C=CC=C2)OC3=CC=CC=C13","InChI=1/C12H8O2/c1-2-6-10-9(5-1)13-11-7-3-4-8-12(11)14-10/h1-8H","NFBOHOGPQUYFRF-UHFFFAOYAJ","Carcinogenicity","TD50; Tumor Target Sites","rat; mouse","inactive",,,0,"no positive results","no positive results","no positive results",,"inactive",,,0,"no positive results","no positive results","no positive results",,"inactive",,,,,,,,,,,,,,,,,"inactive","inactive","multisex inactive; multispecies inactive",,"TR 122","http://potency.berkeley.edu/chempages/DIBENZO-p-DIOXIN.html"
20411,411,20411,"427_CPDBAS_v5d","C12H9NO",183.2092,"defined organic","parent ","tested chemical","3-Dibenzofuranamine","4106-66-5","single chemical compound",,"dibenzo[b,d]furan-3-amine","NC1=CC=C2C3=C(C=CC=C3)OC2=C1","NC1=CC=C2C3=C(C=CC=C3)OC2=C1","InChI=1/C12H9NO/c13-8-5-6-10-9-3-1-2-4-11(9)14-12(10)7-8/h1-7H,13H2","GHQCIALFYKYZGS-UHFFFAOYAV","Carcinogenicity","TD50; Tumor Target Sites","rat",,2.48,0.0135,45,,"all tumor bearing animals",,,"active",,,,,,,,,,,,,,,,,,,,,,,,,"active",,,,,"http://potency.berkeley.edu/chempages/3-DIBENZOFURANAMINE.html"
20412,412,20412,"428_CPDBAS_v5d","C26H27ClN4O4S",527.035,"defined organic","complex HCl","tested chemical","O,S-Dibenzoyl thiamine.HCl","35660-60-7","single chemical compound","ammonium","(3Z)-4-{[(4-amino-2-methylpyrimidin-5-yl)methyl](formyl)amino}-3-[(phenylcarbonyl)sulfanyl]pent-3-en-1-yl benzoate hydrochloride","O=C(C2=CC=CC=C2)S\C(CCOC(C3=CC=CC=C3)=O)=C(C)/N(C=O)CC1=CN=C(C)N=C1N.Cl","O=C(C2=CC=CC=C2)S\C(CCOC(C3=CC=CC=C3)=O)=C(C)/N(C=O)CC1=CN=C(C)N=C1N","InChI=1/C26H26N4O4S.ClH/c1-18(30(17-31)16-22-15-28-19(2)29-24(22)27)23(35-26(33)21-11-7-4-8-12-21)13-14-34-25(32)20-9-5-3-6-10-20;/h3-12,15,17H,13-14,16H2,1-2H3,(H2,27,28,29);1H/b23-18-;/f/h27H2;","DDEDPQYNISJXLF-PUERVFPADE","Carcinogenicity","TD50; Tumor Target Sites","rat",,,,0,"no positive results","no positive results","no positive results",,"inactive",,,,,,,,,,,,,,,,,,,,,,,,,"inactive","inactive","multisex inactive","structure modified v5b",,"http://potency.berkeley.edu/chempages/O,S-DIBENZOYL%20THIAMINE.HCl.html"
20413,413,20413,"429_CPDBAS_v5d","C3H5Br2Cl",236.3328,"defined organic","parent ","tested chemical","1,2-Dibromo-3-chloropropane","96-12-8","single chemical compound",,"1,2-dibromo-3-chloropropane","BrC(CCl)CBr","BrC(CCl)CBr","InChI=1/C3H5Br2Cl/c4-1-3(5)2-6/h3H,1-2H2","WBEJYOJJBDISQU-UHFFFAOYAN","Carcinogenicity","TD50; Tumor Target Sites","rat; mouse","active",0.259,0.0011,56,"TD50 is harmonic mean of more than one positive test","nasal cavity; oral cavity; stomach","adrenal gland; mammary gland; nasal cavity; oral cavity; stomach",,"active",2.72,0.0115,50,"TD50 is harmonic mean of more than one positive test","lung; nasal cavity; stomach","lung; nasal cavity; stomach",,"active",,,,,,,,,,,,,,,,,"active","active","multisite active; multisex active; multispecies active","TargetSites_Rat modified v3a","TR 206","http://potency.berkeley.edu/chempages/1,2-DIBROMO-3-CHLOROPROPANE.html"
20414,414,20414,"430_CPDBAS_v5d","C6H12Br2O4",307.9651,"defined organic","parent ","tested chemical","Dibromodulcitol","10318-26-0","single chemical compound","stereochem","1,6-dibromo-1,6-dideoxy-D-galactitol","O[C@@H]([C@@H](O)[C@H](O)CBr)[C@@H](O)CBr","O[C@@H]([C@@H](O)[C@H](O)CBr)[C@@H](O)CBr","InChI=1/C6H12Br2O4/c7-1-3(9)5(11)6(12)4(10)2-8/h3-6,9-12H,1-2H2/t3-,4+,5+,6-","VFKZTMPDYBFSTM-GUCUJZIJBG","Carcinogenicity","TD50; Tumor Target Sites","rat; mouse","active",8.37,0.0272,42,"positive test results only by intraperitoneal or intravenous injection ","skin",,,"active",11,0.0357,45,"positive test results only by intraperitoneal or intravenous injection; TD50 is harmonic mean of more than one positive test","hematopoietic system; lung","hematopoietic system; lung",,"active",,,,,,,,,,,,,,,,,"active","active","multisite active; multisex active; multispecies active",,,"http://potency.berkeley.edu/chempages/DIBROMODULCITOL.html"
20415,415,20415,"431_CPDBAS_v5d","C2H4Br2",187.8612,"defined organic","parent ","tested chemical","1,2-Dibromoethane","106-93-4","single chemical compound",,"1,2-dibromoethane","BrCCBr","BrCCBr","InChI=1/C2H4Br2/c3-1-2-4/h1-2H2","PAAZPARNPHGIKF-UHFFFAOYAZ","Carcinogenicity","TD50; Tumor Target Sites","rat; mouse","active",1.52,0.00809,47,"TD50 is harmonic mean of more than one positive test","nasal cavity; peritoneal cavity; pituitary gland; stomach; vascular system","liver; lung; mammary gland; nasal cavity; pituitary gland; stomach; vascular system",,"active",7.45,0.0397,44,"TD50 is harmonic mean of more than one positive test; greater than ten-fold variation among TD50 values for positive results","lung; stomach; vascular system","esophagus; lung; mammary gland; nasal cavity; stomach; subcutaneous tissue; vascular system",,"active",,,,,,,,,,,,,,,,,"active","active","multisite active; multisex active; multispecies active","TargetSites_Rat modified v3a","TR 210; additional results included in CPDB","http://potency.berkeley.edu/chempages/1,2-DIBROMOETHANE.html"
20416,2918,22918,"432_CPDBAS_v5d","C6H12Br2O4",307.9651,"defined organic","parent ","tested chemical","Dibromomannitol","488-41-5","single chemical compound","stereochem","1,6-dibromo-1,6-dideoxy-D-mannitol","O[C@H]([C@H](O)CBr)[C@H](O)[C@H](O)CBr","O[C@H]([C@H](O)CBr)[C@H](O)[C@H](O)CBr","InChI=1/C6H12Br2O4/c7-1-3(9)5(11)6(12)4(10)2-8/h3-6,9-12H,1-2H2/t3-,4-,5+,6+/m0/s1","VFKZTMPDYBFSTM-UNTFVMJOBU","Carcinogenicity","TD50; Tumor Target Sites","rat; mouse","active",27.6,0.0896,37,"positive test results only by intraperitoneal or intravenous injection; TD50 is harmonic mean of more than one positive test ","peritoneal cavity; skin","mammary gland; peritoneal cavity",,"active",14.9,0.0484,43,"positive test results only by intraperitoneal or intravenous injection; TD50 is harmonic mean of more than one positive test","lung","hematopoietic system; lung",,"active",,,,,,,,,,,,,,,,,"active","active","multisite active; multisex active; multispecies active",,,"http://potency.berkeley.edu/chempages/DIBROMOMANNITOL.html"
20417,417,20417,"433_CPDBAS_v5d","C9H5Br2N",286.9532,"defined organic","parent ","tested chemical","5,7-Dibromoquinoline","34522-69-5","single chemical compound",,"5,7-dibromoquinoline","C1(=CC(=C2C(=C1)N=CC=C2)Br)Br","C1(=CC(=C2C(=C1)N=CC=C2)Br)Br","InChI=1/C9H5Br2N/c10-6-4-8(11)7-2-1-3-12-9(7)5-6/h1-5H","VYTOCZMQXCNIPD-UHFFFAOYAU","Carcinogenicity","TD50; Tumor Target Sites","rat",,,,0,"no positive results","no positive results","no positive results",,"inactive",,,,,,,,,,,,,,,,,,,,,,,,,"inactive","inactive","multisex inactive",,,"http://potency.berkeley.edu/chempages/5,7-DIBROMOQUINOLINE.html"
20418,418,20418,"434_CPDBAS_v5d","C9H19N3O2",201.268,"defined organic","parent ","tested chemical","1,3-Dibutyl-1-nitrosourea","56654-52-5","single chemical compound",,"1,3-dibutyl-1-nitrosourea","O=C(N(CCCC)N=O)NCCCC","O=C(N(CCCC)N=O)NCCCC","InChI=1/C9H19N3O2/c1-3-5-7-10-9(13)12(11-14)8-6-4-2/h3-8H2,1-2H3,(H,10,13)/f/h10H","OWGLVQAUSIPFBA-KZFATGLACQ","Carcinogenicity","TD50; Tumor Target Sites","rat",,4.28,0.0213,43,,,"hematopoietic system; mammary gland",,"active",,,,,,,,,,,,,,,,,,,,,,,,,"active","active","multisite active",,,"http://potency.berkeley.edu/chempages/1,3-DIBUTYL-1-NITROSOUREA.html"
20419,419,20419,"435_CPDBAS_v5d","C12H24O4Sn",351.0266,"organometallic",,"tested chemical","Dibutyltin diacetate","1067-33-0","single chemical compound",,"bis(acetyloxy)(dibutyl)stannane","CC(=O)O[Sn](OC(=O)C)(CCCC)CCCC",,"InChI=1/2C4H9.2C2H4O2.Sn/c2*1-3-4-2;2*1-2(3)4;/h2*1,3-4H2,2H3;2*1H3,(H,3,4);/q;;;;+2/p-2/f2C4H9.2C2H3O2.Sn/q;;2*-1;m/rC12H24O4Sn/c1-5-7-9-17(10-8-6-2,15-11(3)13)16-12(4)14/h5-10H2,1-4H3","JJLKTTCRRLHVGL-ZSPJBUPRCO","Carcinogenicity","TD50; Tumor Target Sites","rat; mouse","inactive",,,0,"no positive results","no positive results","NTP bioassay inadequate",,"inactive",,,0,"no positive results","no positive results","no positive results",,"inactive",,,,,,,,,,,,,,,,,"inactive","inactive","multisex inactive; multispecies inactive",,"TR 183 ","http://potency.berkeley.edu/chempages/DIBUTYLTIN%20DIACETATE.html"
20420,420,20420,"436_CPDBAS_v5d","C12H11Cl2NO",256.1278,"defined organic","parent ","tested chemical","3,5-Dichloro(N-1,1-dimethyl-2-propynyl)benzamide","23950-58-5","single chemical compound",,"3,5-dichloro-N-(1,1-dimethylprop-2-yn-1-yl)benzamide","CC(NC(=O)C1=CC(=CC(=C1)Cl)Cl)(C#C)C","CC(NC(=O)C1=CC(=CC(=C1)Cl)Cl)(C#C)C","InChI=1/C12H11Cl2NO/c1-4-12(2,3)15-11(16)8-5-9(13)7-10(14)6-8/h1,5-7H,2-3H3,(H,15,16)/f/h15H","PHNUZKMIPFFYSO-YAQRNVERCQ","Carcinogenicity","TD50; Tumor Target Sites","mouse",,,,,,,,,,140,0.547,31,,"liver",,,"active",,,,,,,,,,,,,,,,,"active",,,"TD50_Mouse modified v2a",,"http://potency.berkeley.edu/chempages/3,5-DICHLORO(N-1,1-DIMETHYL-2-PROPYNYL)BENZAMIDE.html"
20421,421,20421,"437_CPDBAS_v5d","C4H6Cl2O2",156.9962,"defined organic","parent ","tested chemical","2,3-Dichloro-p-dioxane","3883-43-0","single chemical compound","stereochem","(2R,3R)-2,3-dichloro-1,4-dioxane","Cl[C@@H]1[C@H](OCCO1)Cl","Cl[C@@H]1[C@H](OCCO1)Cl","InChI=1/C4H6Cl2O2/c5-3-4(6)8-2-1-7-3/h3-4H,1-2H2/t3-,4-/m0/s1","ZOZUXFQYIYUIND-IMJSIDKUBE","Carcinogenicity","TD50; Tumor Target Sites","mouse",,,,,,,,,,,,0,"no positive results",,"no positive results",,"inactive",,,,,,,,,,,,,,,,,"inactive",,,,,"http://potency.berkeley.edu/chempages/2,3-DICHLORO-p-DIOXANE.html"
20422,422,20422,"438_CPDBAS_v5d","C2H3Cl2F",116.9496,"defined organic","parent ","tested chemical","1,1-Dichloro-1-fluoroethane","1717-00-6","single chemical compound",,"1,1-dichloro-1-fluoroethane","CC(Cl)(Cl)F","CC(Cl)(Cl)F","InChI=1/C2H3Cl2F/c1-2(3,4)5/h1H3","FRCHKSNAZZFGCA-UHFFFAOYAI","Carcinogenicity","TD50; Tumor Target Sites","rat",,5260,45,9,,"testes","no positive results",,"active",,,,,,,,,,,,,,,,,,,,,,,,,"active",,,"Rat added v2a",,"http://potency.berkeley.edu/chempages/1,1-DICHLORO-1-FLUOROETHANE.html"
